[contextual, contextual-1-2a-dist, J,N,I&RA&4]<MYSEP>1.5950644609802607E-6
[bigram, bigramtag-dist, CC,JJ&LA&5]<MYSEP>2.306716889626063E-6
[bigram, bigramtag-dist, CC,CC&RA&10]<MYSEP>2.799831392074954E-6
[bigram, bigramtag-dist, NN,NNS&LA&2]<MYSEP>-6.011057234069285E-4
[bigram, bigramtag-dist, NN,NNS&LA&3]<MYSEP>-0.0015765198499092291
[bigram, bigramtag-dist, NN,NNS&LA&4]<MYSEP>-3.381894104178173E-4
[bigram, bigramtag-dist, NN,DT&LA&10]<MYSEP>1.1677140274625706E-6
[bigram, bigramtag-dist, DT,CC&RA&5]<MYSEP>-3.2846567848234854E-8
[bigram, bigramtag-dist, .,CC&LA&1]<MYSEP>-0.012279896051440373
[bigram, bigramtag-dist, CC,.&RA&1]<MYSEP>-0.00834188764279969
[bigram, bigramtag-dist, DT,CC&RA&4]<MYSEP>-8.206626977711186E-5
[bigram, bigramtag-dist, NN,.&RA&0]<MYSEP>-0.00991124444413299
[bigram, bigramtag-dist, DT,CC&RA&1]<MYSEP>-2.129329480280726E-4
[bigram, bigramtag-dist, NN,.&RA&2]<MYSEP>-0.006973618925799975
[bigram, bigramtag-dist, JJ,.&RA&10]<MYSEP>1.0258565071969772E-6
[bigram, bigramtag-dist, NN,NNS&LA&10]<MYSEP>-4.453552649424983E-6
[bigram, bigramtag-dist, DT,NN&RA&3]<MYSEP>-1.5314148074585039E-4
[bigram, bigramtag-dist, DT,NN&RA&2]<MYSEP>-9.942625831885694E-5
[bigram, bigramtag-dist, DT,NN&RA&1]<MYSEP>-0.005092176483217258
[bigram, bigramtag-dist, .,DT&LA&3]<MYSEP>-0.0021366166505613973
[bigram, bigramtag-dist, DT,NN&RA&0]<MYSEP>-0.008493535086609631
[bigram, bigramtag-dist, NNS,.&RA&5]<MYSEP>-0.006034630887593974
[bigram, bigramtag-dist, .,DT&LA&5]<MYSEP>-0.0030068285824951502
[bigram, bigramtag-dist, NN,.&RA&5]<MYSEP>-6.835644151230582E-5
[bigram, bigramtag-dist, IN,NNS&RA&1]<MYSEP>0.045499879669573404
[bigram, bigramtag-dist, IN,IN&RA&2]<MYSEP>-0.016069648299293523
[bigram, bigramtag-dist, DT,NN&RA&5]<MYSEP>-7.301372835362135E-5
[bigram, bigramtag-dist, NNS,IN&RA&0]<MYSEP>0.05032506001005398
[bigram, bigramtag-dist, NNS,IN&RA&5]<MYSEP>-2.015914608289691E-5
[bigram, bigramtag-dist, DT,JJ&RA&0]<MYSEP>-0.02674022011450046
[bigram, bigramtag-dist, CC,IN&RA&4]<MYSEP>-1.715718369432852E-5
[bigram, bigramtag-dist, CC,IN&RA&5]<MYSEP>3.6158655359869124E-7
[bigram, bigramtag-dist, DT,.&RA&5]<MYSEP>-3.069760893932682E-5
[bigram, bigramtag-dist, DT,.&RA&3]<MYSEP>-2.876322777901891E-5
[bigram, bigramtag-dist, DT,DT&RA&4]<MYSEP>3.214118584461426E-6
[bigram, bigramtag-dist, DT,CC&LA&0]<MYSEP>-5.472178136160838E-4
[bigram, bigramtag-dist, DT,DT&RA&2]<MYSEP>-1.0585320565711579E-5
[bigram, bigramtag-dist, NN,NN&RA&5]<MYSEP>2.1510058673403358E-6
[bigram, bigramtag-dist, DT,CC&LA&5]<MYSEP>5.40859316076754E-6
[bigram, bigramtag-dist, JJ,NNS&LA&2]<MYSEP>-4.808210145039128E-5
[bigram, bigramtag-dist, JJ,CC&LA&1]<MYSEP>-8.76478999252467E-6
[bigram, bigramtag-dist, DT,DT&RA&5]<MYSEP>5.696040747529016E-6
[bigram, bigramtag-dist, ROOT,IN&RA&5]<MYSEP>-0.003147846977429416
[bigram, bigramtag-dist, NN,NN&RA&1]<MYSEP>-0.015168100302314698
[bigram, bigramtag-dist, ROOT,NNS&RA&5]<MYSEP>-8.416666532638961E-4
[bigram, bigramtag-dist, IN,NNS&LA&0]<MYSEP>-0.0032516837243771516
[bigram, bigramtag-dist, DT,.&RA&10]<MYSEP>2.302474466187613E-6
[bigram, bigramtag-dist, IN,IN&LA&2]<MYSEP>-0.001241508372756429
[bigram, bigramtag-dist, VBZ,NN&LA&0]<MYSEP>-0.018900691375937816
[bigram, bigramtag-dist, NNS,IN&LA&1]<MYSEP>-0.006276248280072738
[bigram, bigramtag-dist, IN,NNS&LA&5]<MYSEP>-7.23637877035334E-5
[bigram, bigramtag-dist, .,NNS&LA&10]<MYSEP>-4.062549695846796E-5
[bigram, bigramtag-dist, CC,NNS&LA&10]<MYSEP>-1.9252396250065855E-6
[bigram, bigramtag-dist, ROOT,NNS&RA&0]<MYSEP>-0.028207308163495898
[bigram, bigramtag-dist, DT,NN&RA&10]<MYSEP>3.4637545523101895E-6
[bigram, bigramtag-dist, VBZ,JJ&LA&1]<MYSEP>-3.5278629030572017E-4
[bigram, headallmodiword-dist, .,.,the&LA&5]<MYSEP>-0.0030047566480107925
[bigram, headallmodiword-dist, possibilities,NNS,the&LA&0]<MYSEP>0.03132583829029781
[bigram, headallmodiword-dist, ROOT,ROOT,in&RA&5]<MYSEP>-0.0027423581873806556
[bigram, headallmodiword-dist, Senators,NNS,and&RA&0]<MYSEP>0.032368506739520256
[bigram, headallmodiword-dist, boy,NN,believes&LA&5]<MYSEP>-2.4286054399091572E-5
[bigram, headallmodiword-dist, of,IN,a&LA&5]<MYSEP>6.055687750700881E-6
[bigram, headallmodiword-dist, ROOT,ROOT,possibilities&RA&5]<MYSEP>-8.412430925762712E-4
[bigram, headallmodiword-dist, believes,VBZ,in&RA&0]<MYSEP>0.033830578772944625
[bigram, headallmodiword-dist, in,IN,girl&RA&5]<MYSEP>-0.009512796559711838
[bigram, headallmodiword-dist, and,CC,and&RA&10]<MYSEP>1.0597471269785702E-6
[bigram, headallmodiword-dist, good,JJ,boy&RA&5]<MYSEP>-1.3356113032019974E-6
[bigram, headallmodiword-dist, teacher,NN,boy&RA&5]<MYSEP>-3.238310658616238E-6
[bigram, headallmodiword-dist, good,JJ,believes&RA&1]<MYSEP>6.1789244118634925E-6
[bigram, headallmodiword-dist, and,CC,the&RA&5]<MYSEP>2.4803795028166875E-6
[bigram, headallmodiword-dist, every,DT,possibilities&LA&1]<MYSEP>-7.366308206683308E-4
[bigram, headallmodiword-dist, and,CC,every&LA&1]<MYSEP>-1.536064301340333E-4
[bigram, headallmodiword-dist, good,JJ,in&RA&2]<MYSEP>3.0743947256257862E-6
[bigram, headallmodiword-dist, possibilities,NNS,of&RA&0]<MYSEP>0.05032043031954288
[bigram, headallmodiword-dist, girl,NN,of&LA&3]<MYSEP>-4.0653456202450664E-4
[bigram, headallmodiword-dist, a,DT,believes&RA&2]<MYSEP>-4.65362081847801E-6
[bigram, headallmodiword-dist, the,DT,in&LA&0]<MYSEP>-8.908994993392579E-4
[bigram, headallmodiword-dist, and,CC,possibilities&LA&3]<MYSEP>-6.784873346555491E-4
[bigram, headallmodiword-dist, and,CC,.&RA&1]<MYSEP>-0.008342386388810468
[bigram, headallmodiword-dist, possibilities,NNS,believes&LA&2]<MYSEP>-6.888573905012725E-5
[bigram, headallmodiword-dist, believes,VBZ,.&RA&5]<MYSEP>0.04464651567446509
[bigram, headallmodiword-dist, Senators,NNS,good&RA&2]<MYSEP>-2.3699738416977002E-4
[bigram, headallmodiword-dist, and,CC,in&RA&4]<MYSEP>-1.9457091863409173E-5
[bigram, headallmodiword-dist, ROOT,ROOT,a&RA&2]<MYSEP>-1.0423721054659009E-4
[bigram, headallmodiword-dist, .,.,good&LA&10]<MYSEP>5.820747683294204E-6
[bigram, headallmodiword-dist, every,DT,good&LA&5]<MYSEP>1.5477183292735903E-6
[bigram, headallmodiword-dist, believes,VBZ,boy&RA&5]<MYSEP>-0.009969437045510383
[bigram, headallmodiword-dist, the,DT,a&LA&4]<MYSEP>6.5760433244689745E-6
[bigram, headallmodiword-dist, Senators,NNS,in&RA&5]<MYSEP>-1.7118769475300143E-5
[bigram, headallmodiword-dist, boy,NN,in&LA&4]<MYSEP>-0.0024925847155766383
[bigram, headallmodiword-dist, in,IN,boy&RA&4]<MYSEP>-0.021180462027068272
[bigram, headallmodiword-dist, of,IN,in&LA&2]<MYSEP>-0.001240895344657824
[bigram, headallmodiword-dist, a,DT,good&RA&0]<MYSEP>-0.026743236839746568
[bigram, headallmodiword-dist, boy,NN,a&LA&5]<MYSEP>3.930410401936769E-6
[bigram, headallmodiword-dist, boy,NN,possibilities&LA&2]<MYSEP>-6.04597036750622E-4
[bigram, headallmodiword-dist, Senators,NNS,boy&RA&10]<MYSEP>4.009007201158439E-6
[bigram, headallmodiword-dist, of,IN,and&RA&2]<MYSEP>-0.011409473596321489
[bigram, headallmodiword-dist, possibilities,NNS,and&LA&5]<MYSEP>-4.641240609189851E-6
[bigram, headallmodiword-dist, of,IN,and&LA&5]<MYSEP>-8.81087394853188E-7
[bigram, headallmodiword-dist, of,IN,boy&RA&1]<MYSEP>0.06805669468596308
[bigram, headallmodiword-dist, good,JJ,teacher&RA&0]<MYSEP>-6.449036885559742E-4
[bigram, headallmodiword-dist, believes,VBZ,and&RA&5]<MYSEP>-0.011071436858750505
[bigram, headallmodiword-dist, and,CC,every&RA&5]<MYSEP>5.414954106233309E-6
[bigram, headallmodiword-dist, of,IN,possibilities&LA&0]<MYSEP>-0.003247356445576354
[bigram, headallmodiword-dist, and,CC,teacher&RA&2]<MYSEP>0.0442812803821962
[bigram, headallmodiword-dist, girl,NN,possibilities&LA&4]<MYSEP>-3.418867100440691E-4
[bigram, headallmodiword-dist, boy,NN,every&LA&0]<MYSEP>0.034175742134544544
[bigram, headallmodiword-dist, ROOT,ROOT,teacher&RA&4]<MYSEP>-0.0031870533511305253
[bigram, headallmodiword-dist, and,CC,good&LA&5]<MYSEP>-1.245566367294073E-6
[bigram, headallmodiword-dist, in,IN,believes&LA&0]<MYSEP>-7.494060279356246E-4
[bigram, headallmodiword-dist, good,JJ,Senators&LA&2]<MYSEP>-4.699546032539275E-5
[bigram, headallmodiword-dist, ROOT,ROOT,and&RA&10]<MYSEP>-1.6009906951866163E-4
[bigram, headallmodiword-dist, good,JJ,and&RA&5]<MYSEP>3.6806518148694557E-6
[bigram, headallmodiword-dist, of,IN,Senators&LA&5]<MYSEP>-1.0494752570524414E-5
[bigram, headallmodiword-dist, ROOT,ROOT,and&RA&1]<MYSEP>-0.006565444172447129
[bigram, headallmodiword-dist, teacher,NN,of&RA&4]<MYSEP>4.023681580952968E-7
[bigram, headallmodiword-dist, boy,NN,girl&RA&1]<MYSEP>-0.015167556624181738
[bigram, headallmodiword-dist, girl,NN,the&LA&5]<MYSEP>-6.122631070462655E-5
[bigram, headallmodiword-dist, .,.,Senators&LA&10]<MYSEP>-4.391808667102047E-5
[bigram, headallmodiword-dist, believes,VBZ,every&RA&4]<MYSEP>-0.0026373747624578747
[bigram, headallmodiword-dist, ROOT,ROOT,believes&RA&5]<MYSEP>0.017269670561511956
[bigram, headallmodiword-dist, of,IN,good&LA&5]<MYSEP>-1.1753672897041385E-6
[bigram, headallmodiword-dist, boy,NN,of&LA&1]<MYSEP>-0.0031950691449762767
[bigram, headallmodiword-dist, believes,VBZ,possibilities&RA&2]<MYSEP>-0.01956268412220889
[bigram, headallmodiword-dist, teacher,NN,believes&RA&0]<MYSEP>-0.00467356130247838
[bigram, headallmodiword-dist, teacher,NN,and&LA&2]<MYSEP>-0.004664562106692118
[bigram, headallmodiword-dist, girl,NN,and&LA&10]<MYSEP>-1.312605372059756E-6
[bigram, headallmodiword-dist, boy,NN,and&LA&5]<MYSEP>-3.5691438674812852E-6
[bigram, headallmodiword-dist, every,DT,Senators&LA&5]<MYSEP>-2.3066845930894515E-6
[bigram, headallmodiword-dist, teacher,NN,Senators&LA&3]<MYSEP>-0.0015743916112808138
[bigram, headallmodiword-dist, .,.,possibilities&LA&5]<MYSEP>-0.012819243459397864
[bigram, headallmodiword-dist, and,CC,Senators&LA&10]<MYSEP>-2.5661583916086165E-6
[bigram, headallmodiword-dist, girl,NN,.&RA&0]<MYSEP>-0.009905260609978352
[bigram, headallmodiword-dist, in,IN,.&RA&5]<MYSEP>-0.0026615722270575707
[bigram, headallmodiword-dist, and,CC,a&LA&5]<MYSEP>-1.5863096606874471E-6
[bigram, headallmodiword-dist, girl,NN,every&LA&2]<MYSEP>-5.783812767571813E-5
[bigram, headallmodiword-dist, Senators,NNS,the&RA&5]<MYSEP>1.633563950852264E-6
[bigram, headallmodiword-dist, every,DT,and&RA&1]<MYSEP>-2.1297605718451342E-4
[bigram, headallmodiword-dist, and,CC,teacher&LA&5]<MYSEP>1.383852593803126E-6
[bigram, headallmodiword-dist, good,JJ,and&LA&1]<MYSEP>-5.615178397550248E-6
[bigram, headallmodiword-dist, and,CC,a&RA&0]<MYSEP>-0.024335216709499983
[bigram, headallmodiword-dist, ROOT,ROOT,every&RA&10]<MYSEP>-3.224578374366789E-5
[bigram, headallmodiword-dist, ROOT,ROOT,girl&RA&10]<MYSEP>-6.747867183615316E-5
[bigram, headallmodiword-dist, boy,NN,.&RA&2]<MYSEP>-0.006975953427313154
[bigram, headallmodiword-dist, the,DT,.&RA&5]<MYSEP>-2.8292812732478657E-5
[bigram, headallmodiword-dist, a,DT,Senators&LA&1]<MYSEP>-0.0015470070721403477
[bigram, headallmodiword-dist, a,DT,girl&RA&10]<MYSEP>6.757545956427202E-6
[bigram, headallmodiword-dist, the,DT,possibilities&RA&0]<MYSEP>-0.006664219910764223
[bigram, headallmodiword-dist, possibilities,NNS,good&LA&4]<MYSEP>4.115757558370239E-6
[bigram, headallmodiword-dist, teacher,NN,girl&RA&5]<MYSEP>5.71263502321888E-6
[bigram, headallmodiword-dist, .,.,and&LA&1]<MYSEP>-0.012282071065928716
[bigram, headallmodiword-dist, girl,NN,boy&LA&1]<MYSEP>-3.3908917825559886E-4
[bigram, headallmodiword-dist, boy,NN,and&RA&0]<MYSEP>0.06402007674886644
[bigram, headallmodiword-dist, ROOT,ROOT,good&RA&3]<MYSEP>-1.007903769658667E-5
[bigram, headallmodiword-dist, believes,VBZ,girl&RA&5]<MYSEP>-0.008488621569790591
[bigram, headallmodiword-dist, in,IN,possibilities&RA&1]<MYSEP>0.045501626633096655
[bigram, headallmodiword-dist, boy,NN,teacher&LA&5]<MYSEP>-1.4974328735575954E-6
[bigram, headallmodiword-dist, Senators,NNS,every&RA&5]<MYSEP>1.4190942889659057E-6
[bigram, headallmodiword-dist, a,DT,every&RA&5]<MYSEP>3.904640515416239E-6
[bigram, headallmodiword-dist, every,DT,and&LA&5]<MYSEP>3.044454640492848E-7
[bigram, headallmodiword-dist, every,DT,boy&RA&0]<MYSEP>-0.00849825731602697
[bigram, headallmodiword-dist, Senators,NNS,of&RA&5]<MYSEP>-5.403020492641484E-6
[bigram, headallmodiword-dist, good,JJ,the&RA&3]<MYSEP>5.789996900816923E-6
[bigram, headallmodiword-dist, the,DT,of&RA&1]<MYSEP>-2.6815961426419964E-4
[bigram, headallmodiword-dist, every,DT,a&LA&5]<MYSEP>4.019677481330967E-6
[bigram, headallmodiword-dist, and,CC,girl&RA&0]<MYSEP>0.07023505436673935
[bigram, headallmodiword-dist, Senators,NNS,girl&RA&10]<MYSEP>7.614777187623074E-6
[bigram, headallmodiword-dist, a,DT,teacher&RA&1]<MYSEP>-0.005091891533849407
[bigram, headallmodiword-dist, in,IN,and&LA&4]<MYSEP>-4.395201759336527E-6
[bigram, headallmodiword-dist, boy,NN,Senators&LA&10]<MYSEP>-6.2715780939428886E-6
[bigram, headallmodiword-dist, good,JJ,a&LA&0]<MYSEP>-0.017310390962670914
[bigram, headallmodiword-dist, of,IN,teacher&LA&4]<MYSEP>-1.3135589114352972E-6
[bigram, headallmodiword-dist, good,JJ,of&RA&5]<MYSEP>-2.535271655451584E-7
[bigram, headallmodiword-dist, the,DT,Senators&LA&5]<MYSEP>-1.2697514180544485E-5
[bigram, headallmodiword-dist, boy,NN,good&LA&5]<MYSEP>-1.0297032166845545E-6
[bigram, headallmodiword-dist, good,JJ,possibilities&RA&4]<MYSEP>4.882351638139989E-6
[bigram, headallmodiword-dist, the,DT,every&RA&2]<MYSEP>-1.1208922746448719E-5
[bigram, headallmodiword-dist, possibilities,NNS,in&LA&1]<MYSEP>-0.00628189041199228
[bigram, headallmodiword-dist, every,DT,the&LA&2]<MYSEP>-6.662745059748922E-5
[bigram, headallmodiword-dist, and,CC,Senators&LA&0]<MYSEP>-0.007881623465777034
[bigram, headallmodiword-dist, teacher,NN,every&RA&5]<MYSEP>1.7989536612790597E-6
[bigram, headallmodiword-dist, .,.,girl&LA&0]<MYSEP>-0.011538213189720108
[bigram, headallmodiword-dist, the,DT,good&LA&3]<MYSEP>1.7515922714556477E-6
[bigram, headallmodiword-dist, and,CC,boy&RA&5]<MYSEP>6.173663179967129E-8
[bigram, headallmodiword-dist, in,IN,a&LA&3]<MYSEP>6.677232721209408E-7
[bigram, headallmodiword-dist, and,CC,believes&LA&5]<MYSEP>-1.4573185573271767E-5
[bigram, headallmodiword-dist, teacher,NN,the&RA&2]<MYSEP>-2.6016748784359024E-6
[bigram, headallmodiword-dist, girl,NN,and&LA&0]<MYSEP>-0.003989912109842247
[bigram, headallmodiword-dist, possibilities,NNS,a&LA&5]<MYSEP>-2.5022360739599385E-6
[bigram, headallmodiword-dist, .,.,boy&LA&2]<MYSEP>-0.011642313807248488
[bigram, headallmodiword-dist, the,DT,believes&LA&1]<MYSEP>-7.660624770676061E-5
[bigram, headallmodiword-dist, possibilities,NNS,teacher&LA&3]<MYSEP>5.807347056995768E-7
[bigram, headallmodiword-dist, Senators,NNS,teacher&RA&3]<MYSEP>-0.016478562523322984
[bigram, headallmodiword-dist, in,IN,good&LA&2]<MYSEP>2.6461376176804583E-6
[bigram, headallmodiword-dist, every,DT,believes&LA&4]<MYSEP>-2.2807544420269415E-5
[bigram, headallmodiword-dist, teacher,NN,possibilities&RA&3]<MYSEP>-5.591250508080918E-6
[bigram, headallmodiword-dist, every,DT,of&LA&0]<MYSEP>-2.5710745437450435E-4
[bigram, headallmodiword-dist, a,DT,and&RA&5]<MYSEP>1.5938327540696912E-6
[bigram, headallmodiword-dist, and,CC,girl&RA&10]<MYSEP>-2.220524387869618E-6
[bigram, headallmodiword-dist, girl,NN,teacher&LA&5]<MYSEP>6.8842568960514325E-6
[bigram, headallmodiword-dist, every,DT,girl&RA&2]<MYSEP>-9.513299288063383E-5
[bigram, headallmodiword-dist, girl,NN,Senators&LA&10]<MYSEP>3.939605024646176E-6
[bigram, headallmodiword-dist, Senators,NNS,and&RA&10]<MYSEP>-1.2302777915914673E-6
[bigram, headallmodiword-dist, in,IN,the&RA&0]<MYSEP>-0.023249942667041713
[bigram, headallmodiword-dist, a,DT,boy&RA&5]<MYSEP>1.5742856994738734E-6
[bigram, headallmodiword-dist, in,IN,every&RA&3]<MYSEP>-0.0025511884901878866
[bigram, headallmodiword-dist, believes,VBZ,Senators&LA&4]<MYSEP>0.03941610848941199
[bigram, headallmodiword-dist, and,CC,of&RA&5]<MYSEP>3.1151009893648943E-6
[bigram, headallmodiword-dist, girl,NN,believes&LA&5]<MYSEP>-4.8433053468462295E-6
[bigram, headallmodiword-dist, .,.,and&LA&10]<MYSEP>4.421797384144282E-6
[bigram, headallmodiword-dist, possibilities,NNS,boy&RA&2]<MYSEP>-0.012985878230392872
[bigram, headallmodiword-dist, girl,NN,in&LA&5]<MYSEP>-7.344194195469609E-4
[bigram, headallmodiword-dist, ROOT,ROOT,of&RA&5]<MYSEP>-4.03928410052046E-4
[bigram, headallmodiword-dist, boy,NN,the&LA&3]<MYSEP>-1.8731782277933197E-4
[bigram, headallmodiword-dist, teacher,NN,a&LA&1]<MYSEP>0.04702987450381828
[bigram, headallmodiword-dist, ROOT,ROOT,the&RA&5]<MYSEP>-9.326045664465832E-5
[bigram, headallmodiword-dist, Senators,NNS,believes&RA&4]<MYSEP>-0.006221173350654357
[bigram, headallmodiword-dist, good,JJ,girl&RA&5]<MYSEP>1.5533076916382555E-6
[bigram, headallmodiword-dist, in,IN,teacher&LA&1]<MYSEP>1.0821164958603021E-7
[bigram, headallmodiword-dist, possibilities,NNS,.&RA&5]<MYSEP>-0.0060336668472411766
[bigram, headallmodiword-dist, the,DT,girl&RA&5]<MYSEP>-6.842889646048988E-5
[bigram, headallmodiword-dist, teacher,NN,and&RA&5]<MYSEP>4.683933348656625E-6
[bigram, headallmodiword-dist, every,DT,.&RA&3]<MYSEP>-2.348224861758068E-5
[bigram, headallmodiword-dist, and,CC,.&RA&10]<MYSEP>-5.875986915594129E-5
[bigram, headallmodiword-dist, a,DT,the&RA&4]<MYSEP>-1.0913146802459995E-6
[bigram, headallmodiword-dist, a,DT,of&RA&5]<MYSEP>6.519715504791395E-6
[bigram, headallmodiword-dist, a,DT,and&LA&0]<MYSEP>-5.484455677742985E-4
[bigram, headallmodiword-dist, possibilities,NNS,and&RA&3]<MYSEP>-0.01566991195633674
[bigram, headallmodiword-dist, and,CC,good&RA&1]<MYSEP>-0.0021138936314347057
[bigram, headallmodiword-dist, and,CC,of&LA&2]<MYSEP>-3.968655578836644E-4
[bigram, headallmodiword-dist, a,DT,possibilities&RA&5]<MYSEP>6.653983927235727E-6
[bigram, headallmodiword-dist, girl,NN,a&LA&10]<MYSEP>2.1844086394079017E-6
[bigram, headallmodiword-dist, in,IN,Senators&LA&5]<MYSEP>-6.670477628730942E-5
[bigram, headallmodiword-dist, a,DT,.&RA&10]<MYSEP>-5.85403052427146E-7
[bigram, headallmodiword-dist, ROOT,ROOT,.&RA&10]<MYSEP>-0.006586019962622465
[bigram, headallmodiword-dist, the,DT,and&RA&4]<MYSEP>-8.10027010554875E-5
[bigram, headallmodiword-dist, believes,VBZ,and&LA&3]<MYSEP>-0.020581907710682225
[bigram, headallmodiword-dist, every,DT,teacher&LA&5]<MYSEP>1.1796278209617663E-6
[bigram, headallmodiword-dist, in,IN,of&RA&2]<MYSEP>-0.016067934749628983
[bigram, headallmodiword-dist, Senators,NNS,.&RA&10]<MYSEP>-3.6843363556954276E-5
[bigram, headallmodiword-dist, teacher,NN,in&RA&1]<MYSEP>-1.7397050642484932E-5
[bigram, headallmodiword-dist, possibilities,NNS,Senators&LA&5]<MYSEP>-1.5420764538411903E-5
[bigram, headallmodiword-dist, and,CC,and&LA&10]<MYSEP>3.1926336466860052E-6
[bigram, headallmodiword-dist, .,.,in&LA&5]<MYSEP>-0.017509852241163307
[bigram, headallmodiword-dist, believes,VBZ,good&LA&1]<MYSEP>-3.5628115828731746E-4
[bigram, headallmodiword-dist, of,IN,the&LA&1]<MYSEP>-1.6116204149905459E-4
[bigram, headallmodiword-dist, possibilities,NNS,every&RA&1]<MYSEP>-0.004722417111437691
[bigram, headallmodiword-dist, believes,VBZ,teacher&LA&0]<MYSEP>-0.018899574859650038
[bigram, headallmodiword-dist, in,IN,and&RA&5]<MYSEP>-0.009171675536596514
[bigram, headallmodiword-dist, of,IN,girl&RA&3]<MYSEP>-0.014834558289839903
[bigram, headallmodiword-dist, a,DT,in&RA&3]<MYSEP>6.017794176373246E-6
[bigram, headallmodiword-dist, of,IN,every&RA&0]<MYSEP>-0.02187754794541094
[bigram, headallmodiword-dist, teacher,NN,good&LA&0]<MYSEP>0.029434210481819573
[bigram, headallmodiword-dist, ROOT,ROOT,Senators&RA&0]<MYSEP>-0.028206173786160613
[bigram, headallmodiword-dist, believes,VBZ,the&RA&1]<MYSEP>-0.004439947928195229
[bigram, headallmodiword-dist, Senators,NNS,possibilities&RA&5]<MYSEP>-3.4851666779835656E-6
[bigram, headallmodiword-dist, .,.,every&LA&3]<MYSEP>-0.002130607548423268
[bigram, headallmodiword-dist, possibilities,NNS,girl&RA&4]<MYSEP>-0.010479000031690673
[bigram, headallmodiword-dist, the,DT,teacher&LA&2]<MYSEP>1.681787887698252E-6
[bigram, headallmodiword-dist, teacher,NN,.&RA&5]<MYSEP>-7.199134624681665E-5
[bigram, headallmodiword-dist, of,IN,believes&LA&3]<MYSEP>-5.0317101852169656E-5
[bigram, headallmodiword-dist, .,.,of&LA&4]<MYSEP>-0.009745215353363857
[bigram, headallmodiword-dist, good,JJ,.&RA&10]<MYSEP>4.974712308156554E-6
[bigram, headallmodiword-dist, .,.,teacher&LA&5]<MYSEP>4.727265551828432E-6
[bigram, headallmodiword-dist, Senators,NNS,a&RA&1]<MYSEP>-0.0028201678903684193
[bigram, headallmodiword-dist, good,JJ,every&RA&5]<MYSEP>-2.439694569938614E-6
[bigram, headallmodiword-dist, and,CC,boy&LA&0]<MYSEP>-0.0030555238082544435
[bigram, headallmodiword-dist, the,DT,boy&RA&3]<MYSEP>-1.5378924192318742E-4
[bigram, headallmodiword-dist, and,CC,the&LA&4]<MYSEP>-7.371772469435745E-5
[bigram, headallmodiword-dist, the,DT,and&LA&5]<MYSEP>-1.7257029250061806E-6
[bigram, headallmodiword-dist, and,CC,believes&RA&3]<MYSEP>-0.002253333980506904
[bigram, headallmodiword-dist, every,DT,in&LA&3]<MYSEP>-0.0010159290435835413
[bigram, headallmodiword-dist, ROOT,ROOT,boy&RA&10]<MYSEP>-2.5874799132377966E-4
[bigram, headallmodiword-dist, and,CC,possibilities&RA&5]<MYSEP>-6.860535297771087E-6
[bigram, headallmodiword-dist, and,CC,in&LA&5]<MYSEP>-8.727569991314518E-4
[bigram, headallmodiword-dist, of,IN,.&RA&4]<MYSEP>-0.003930834429181317
[bigram, headallmodiword-dist, girl,NN,good&LA&5]<MYSEP>1.342935547444952E-7
[bigram, headallmodiword-dist, .,.,a&LA&10]<MYSEP>5.430514053003556E-6
[bigram, headallmodiword-dist, .,.,believes&LA&5]<MYSEP>-0.003118605382672083
[bigram, headallmodiword-dist, believes,VBZ,a&LA&2]<MYSEP>-0.002485803697518127
[bigram, headallmodiword-dist, believes,VBZ,of&RA&3]<MYSEP>-0.019589235689273145
[bigram, headwordmodiall-dist, and,the,DT&LA&4]<MYSEP>-6.968987756354389E-5
[bigram, headwordmodiall-dist, every,girl,NN&RA&2]<MYSEP>-9.601818824724321E-5
[bigram, headwordmodiall-dist, and,every,DT&RA&5]<MYSEP>-1.3422420517930581E-6
[bigram, headwordmodiall-dist, Senators,believes,VBZ&RA&4]<MYSEP>-0.00622482797271892
[bigram, headwordmodiall-dist, in,boy,NN&RA&4]<MYSEP>-0.021180599595609972
[bigram, headwordmodiall-dist, good,in,IN&RA&2]<MYSEP>7.109829565366795E-6
[bigram, headwordmodiall-dist, ROOT,Senators,NNS&RA&0]<MYSEP>-0.028206557608148268
[bigram, headwordmodiall-dist, good,Senators,NNS&LA&2]<MYSEP>-4.525296958633531E-5
